Netweight (kg)	Trade Value (US$)
39506	2378137
4916	308495
5189	325648
52943	3326134
27512	1309416
5245	111514
366	27440
64664	3540602
11486	720810
3163	6114
3013	5841
150	273
2608	20381
2608	20381
1245	34878
297	9413
948	25465
214460	11978617
4537	284702
16360	970919
9622	603797
61329	3848596
19504	1155619
12488	188008
218	13689
51589	2475669
38813	2437618
3457	6093
3189	5602
267	491
5505	19450
5180	18911
225	379
100	160
61072	279892
166	4004
36482	193592
368	9032
23502	56991
554	16273
	15000450
95	2511
3873	172037
1189	52800
4301	191040
34478	1376499
20316	902364
8375	371983
106	4714
3845	170790
201	8925
	1939059
7762	344776
	4552
6027	264730
	4140735
47378	1473721
	3579214
0	4771
0	1517
0	2812
0	442
7995	128475
5701	96304
207	1902
396	3539
260	4135
1431	22596
	73807
	122
531	7961
457	20289
	522
	31548
301	13366
	4645
	3694
	35
	73
	843
1211	8515
478	7755
733	760
656	14303
656	14303
6091	127010
5654	115185
262	8863
175	2963
	455462
8191	237057
551	24959
2871	129949
	63497
	17315079
	20769
2711	70161
5600	150575
6467	229618
14139	639932
	2301354
	5168
7770	351676
342295	13545826
4981	116373
4981	116373
17914	595983
523	26578
10163	324276
1120	35712
2221	90365
213	10833
3673	108219
	15821811
	2750
10640	329262
988	50218
10613	487464
3307	168000
4660	236751
1754	54067
1868	94923
311881	14398376
4526	118259
4506	117822
20	437
18983	648558
10824	378003
1425	37809
129	8087
2925	131793
915	20197
2766	72670
376922	18241446
2348	46890
9671	264722
72	2250
5351	338500
4462	334619
796	886985
6180	497498
765	234332
347277	15635650
916	40435
916	40435
13773	577944
6697	360845
899	19844
1497	70223
1577	58531
3103	68501
304113	18038074
4304	179988
5937	330422
10734	673606
2677	168012
280460	16686046
4675	81824
4675	81824
3040	36934
3040	36934
14317	433788
8695	228699
541	24023
3576	117508
144	6382
951	38940
411	18236
	15630435
	13699
	1478
3318	101801
9496	250465
	1255
6641	285003
9620	427298
39473	1753238
	2153
6824	303113
	12490932
3095	45681
2890	43349
205	2332
4145	47228
3815	45409
330	1819
13781	29751
10544	28068
2946	1514
226	101
65	67
7226420	1793929
196377	122541
173490	58046
1777	499
3837981	1018681
123099	70977
2705187	445880
61132	30805
1115	1153
12112	11206
21000	6450
40000	19349
53150	8344
292414	8867862
192901	5580072
4500	290524
1437	16758
1562	136033
3937	12000
85066	2542282
3011	290193
6749	135492
1537	30847
2627	52709
2585	51936
4107	10067
4107	10067
284574	11641602
214417	7506979
3312	284466
4312	382928
59175	3137268
3358	329961
1510670	1868813
	907
1506125	1699191
215	1840
	231
4330	166644
2974	21341
2587	7590
387	13751
204	4382
204	4382
423984	15373541
3187	103416
239307	9332649
2812	232472
2875	265624
172757	5044843
3046	394537
519155	2415741
64	255
300537	846568
12535	111677
205455	1456621
564	621
100	3565
100	3565
75	2860
75	2860
412310	17585496
326	37766
324966	11886308
2971	157742
4063	480827
76557	4634920
3427	387933
23128	1443626
	46047
255	16029
69	841
219	13765
9381	570503
3573	224216
9378	556438
169	10619
82	5168
7000000	2235
6000000	1215
1000000	1020
55881	1765838
43	1915
75	1126
36510	1337116
480	18634
14906	294648
3866	112398
676	9052
146	864
482	6893
10	346
38	949
511265	7271522
91589	3519155
4437	279161
3937	235015
15625	45540
392812	2956275
2354	215168
511	21208
482	9891
8	1031
407	7827
67	1033
418	5930
146	2699
272	3231
0	593389
0	20296
0	46400
0	415186
0	61968
0	49316
0	223
	641372
	237
	641120
	16
	1032657
0	9
	1032647
	999889
492	15954
	8602
1289	19312
203	9000
3836	57465
	21316
	448
	862197
	5594
331022	457597
615	656
312	412
330095	456528
298993	321036
337	342
298522	320387
134	307
255549	642687
159	202
255390	642485
	163461274
	148259
	19419159
	164313
	2879256
	137499811
	18887
	3010517
7094	321071
	128522310
	15795349
	572402
	3892559
	97424827
142046	372174
82073	216065
	591633
1072900	2811104
28817	174209
	6435561
4654	236427
1700	58288
500	30569
1200	27719
	186800073
	89594
	19676985
2619	109503
16410	29865
	905890
	762790
	156083172
476	29865
18675	671952
297	18665
	7754820
10688	666974
741	54296
541	49607
200	4688
	211435862
1486	93238
	19183356
1426	89508
89	3730
	946052
	1330192
	179982419
436	27350
1783	111885
337	21134
	426407
198	12432
127311	7864293
21485	1343867
10584	135864
81	2773
1600	5111
8466	125336
437	2644
732	52658
525	45705
207	6953
	116645235
	89575
	9480600
	1537104
	1141183
	101188203
	115552
69637	3093019
2351	62479
51	1351
1100	41285
1200	19843
1669	62902
760	45887
908	17016
431544	3508803
397608	2932267
2654	7108
31283	569428
1347	6740
432	6030
915	709
496381	3768797
465856	3307648
50	408
11979	57560
18496	403181
1883	6793
511	4415
425	888
947	1489
541350	4058160
478300	3493250
1800	11400
30	550
50440	267280
10780	285680
4153	24552
180	1905
960	416
885	1488
2128	20743
650500	4707950
625290	4338530
13870	77320
11340	292100
4351	16178
100	68
366	4033
885	721
3000	11357
309940	2060658
240483	1322736
56596	462236
12861	275686
2190	6772
665	5926
1525	846
11362	378666
668	16736
1629	123782
8319	231809
746	6338
11174	555922
100	8331
1284	79249
232	10900
1057	207037
3873	156853
3268	30539
1360	63013
12557	452259
185	13581
1300	15553
1478	69592
2683	96334
350	4993
315	26647
1299	63513
1294	8419
896	13127
2634	131829
123	8672
4163	851029
88	69421
37	14146
101	102441
1642	88739
2253	525333
42	50949
4242	870446
15	1989
112	128356
1858	120971
2141	516523
116	102606
9235	1210355
19	2198
104	142548
439	33868
6672	462817
1926	454195
75	114729
7316	838419
82	142247
5234	338920
1874	239381
126	117872
5281	835412
201	119260
1	160
170	33459
97	97632
3028	135357
1707	371777
77	77767
76110	701933
62	4401
3180	55919
600	3925
23659	450085
320	1443
4384	29240
43450	148143
455	8778
50431	1882545
	5698
716	20231
137	3882
5102	352125
3245	91666
	451
3377	113022
	52
22	1620
359	10145
13706	387117
23766	896535
18547	2467206
866	139120
576	20744
2223	252521
888	187173
1196	45774
773	28957
12025	1792917
44247	658159
15888	342192
4267	123111
934	15638
5898	22083
15775	106068
1385	43238
100	5828
	1387108
	5646
908	20044
174	3847
	459799
2593	57241
	720
	134751
	51
	4227
455	10052
7406	163512
	527219
23644	2690722
1085	164689
3749	495189
2091	323842
800	132216
9129	348425
6790	1226361
28098	746494
411	1802
1781	71074
20380	524622
2880	58401
300	1441
2046	76549
300	12606
357784	2146229
235639	1338367
33675	273251
675	499
8674	89391
968	8521
78152	436200
25696	2775521
481	57515
914	62952
1110	185697
53	9277
5891	222759
1709	143057
462	17312
15076	2076952
67108	582416
2320	28947
1680	61228
13271	185027
1664	11116
13337	73649
34455	217170
381	5280
22111	2903527
173	24881
2168	144453
1652	302773
519	58667
1800	70187
1145	125381
42	2820
14612	2174365
15835	2243100
190	34100
2705	248100
714	142000
62	10100
2452	96300
428	45100
408	73900
271	14100
8605	1579400
7042	109773
7	2577
7035	107197
147840	4561342
59852	545281
1962	165177
258	10429
85768	3840455
11687	129546
11687	129546
85524	498493
85524	498493
93130	3748393
2262	135140
17661	213264
25	750
3108	186748
70074	3212491
25457	600069
7512	161550
17945	438519
18742	154774
18742	154774
89635	3620846
16400	208711
2863	193156
70372	3218979
19062	169451
19062	169451
65121	2287403
318	21586
5762	318041
22536	132338
1321	108673
35184	1706765
401414	2388375
169	876
401245	2387499
69452	3070229
2361	144271
1857	130714
6663	93724
118	1371
1024	98035
497	51187
56932	2550927
291075	1539648
9429	50538
281646	1489110
1	22443
1	22443
22526	3602748
1479	19763
2474	116656
1378	173937
840	110256
612	52530
9671	1749505
55	517
1846	379793
3026	806969
1145	192822
1773485	28146000
72064	1994000
1106	130000
422151	2260000
91238	557000
249731	3492000
653551	9322000
1212	103000
3410	751000
14160	194000
167399	6797000
33536	729000
63927	1817000
2237262	10676763
1368	61927
120785	3474760
33	19929
1433	64852
2091086	6367494
22557	687802
20759	4589071
12180	2990626
200	27472
105	9932
14	397
689	91217
3695	901608
2226	283670
1650	284149
1106484	26819000
109854	2675000
12374	294000
265216	2041000
32888	1467000
124277	4112000
387963	8643000
7616	541000
973	64000
2280	469000
67234	3709000
53031	1178000
40415	1513000
2363	113000
3133614	13463904
55	549
309676	5349007
627	17720
7149	363218
352	17868
2797995	6932531
11279	490030
6482	292982
26655	4660055
13801	2601293
1192	37104
1439	177592
203	27414
130	12213
314	38676
2204	376673
6724	1274161
649	114930
3262796	34381757
33050	2817703
103451	107585
18880	354928
2080756	4624136
4894	311080
144039	5791278
313232	9829193
154571	354223
4730	1043733
48747	50695
114925	7669919
123505	128440
102153	523704
1470	1529
12302	758719
2090	14892
2425602	13130450
27	587
32	724
128405	5307065
901	56521
120	379
2285757	7299553
6037	260130
4325	205492
36987	5932100
3164	309534
92	3118
477	63546
1633	222516
2652	269495
4125	294204
22477	4346359
2367	423327
16672356	46164727
1704750	3232081
3566	294424
4837	154622
3235093	8825873
26427	206598
2259681	6530074
6844522	15199503
51815	177135
3400	776745
61214	42697
523913	7847949
1617148	2306341
335991	570685
2255231	15964426
153786	6862363
1873	96732
2090766	8519308
5371	271049
3434	214974
34041	4772592
42	1539
5	246
13877	568163
58	1193
1500	134877
403	55007
316	26278
2497	271397
518	153775
13433	3332349
1392	227768
140378	9447830
130	8196
3201	400101
7154	548257
5758	458639
29	1267
3254	121084
156	5199
5270	522855
40764	3142802
803	24000
74	3400
463	21143
9719	331214
20974	731757
42629	3127916
2473491	31158000
78964	1732000
10154	136000
815346	4146000
271539	2122000
239388	4501000
549658	7443000
9223	241000
5661	526000
52373	857000
325594	6429000
24038	550000
89701	2286000
1852	189000
1908770	10504994
364	16149
137030	4715298
999	44356
1753273	5223562
11398	311049
5707	194579
169487	11227285
1680	64500
3723	287933
13228	812895
6590	597897
187	6750
880	27200
53890	5299910
1298	115321
290	12500
13467	579682
17178	672773
57076	2749924
170740	9366275
16	1212
5633	523391
558	248657
11415	646616
21717	1216600
726	20000
9235	345851
8605	604452
289	5843
171	8078
8259	218037
7924	657161
96192	4870377
97205	7280095
7813	524453
5737	399209
19223	1194124
75	2643
1145	51370
312	3740
7094	848323
710	4459
991	11450
4135	883247
49970	3357077
102277	6662703
2433	75940
11063	796738
3309	282164
7079	643317
223	7708
1577	54984
8485	618049
25	2000
460	23760
4231	810274
63392	3347769
53453	6151164
6705	822763
12261	963459
357	25200
3152	284592
20269	2368934
10709	1686216
18116	3573924
4750	884934
1469	127500
259	18000
2334	191207
5692	1350023
3612	1002260
22736	3709066
3723	421445
4775	360753
13153	2511439
1085	415429
73929	777415
328	28191
2800	23305
59274	620909
9812	89672
1715	15338
40403	5538211
5500	512260
7282	760524
4236	303568
403	36000
15415	2282101
7567	1643758
112042	1336407
613	91304
3320	34715
91270	1013426
399	27302
13050	134523
3390	35137
29959	170885
405	2560
17000	18253
867	3383
8890	127554
2797	19135
32871	5324378
3597	361379
3960	235434
182	12600
7188	746641
10129	2100192
7815	1868132
139867	1019635
106762	703164
33105	316471
39773	227287
39773	227287
76852	930069
48300	632118
875	12000
480	28996
27197	256955
13229	114258
1000	1046
10937	110601
242	680
1000	1664
50	267
50636	707356
2100	13484
301	18071
36419	563501
11816	112300
7363	79532
28	50
6887	76353
448	3129
79888	200363
8000	17114
26000	27814
22052	43415
18	100
10061	4642
13749	104496
8	2782
1575902	8076000
2000	2000
164902	780000
7000	257000
3000	234000
192000	391000
627000	4416000
469000	682000
1000	5000
34000	490000
8000	367000
34000	258000
34000	194000
355825	10275959
178	2102
18073	2985561
53025	1957880
9208	629997
1212	229436
225230	557208
35056	2726307
13843	1187468
1000049	6566522
18261	82367
726	6240
95050	529989
476	58692
3437	181080
16785	430035
359812	699034
355487	3512048
78327	123496
539	205621
2250	130347
14312	128457
50765	370104
3812	108867
10	145
523523	13580513
213	3082
9420	298233
50419	4211041
62534	3416793
21497	1150611
315980	950725
15718	1324448
6256	204203
7740	50400
1350	17040
6930	508594
25466	1445343
1596564	10319908
4420	29337
17470	124454
29742	235980
8383	389169
428530	1123531
522634	4379253
369807	1291764
56480	1145687
1689	116607
76907	627492
79388	709633
1114	147000
947097	18970929
11165	170893
161357	1373006
2357	139702
35866	5040095
72199	3764075
11888	984675
419910	1143195
73936	2438398
29503	762802
47945	297246
44295	554531
11418	774733
25258	1527578
1720000	15103932
74803	145707
6160	45869
127940	543139
2356	179285
2961	209245
7353	592501
275564	897680
610971	6806194
230735	1128130
151156	2009483
2404	154072
74525	730289
151361	1442037
1711	220300
1335420	30278391
283671	3206545
1200	75639
39652	4163112
44273	3612710
82212	5912688
315700	867775
62843	5581949
406597	3722615
3655	33244
70508	908802
21519	1914712
3590	278600
108	9270
108	9270
1185991	5637000
16000	19000
929	8000
18000	180000
3000	107000
17062	664000
3000	166000
16000	11000
588000	2681000
409000	554000
37000	510000
20000	209000
12000	10000
38000	216000
8000	302000
138229	7407857
1261	50058
79	445
8100	316773
761	43400
8235	1203909
43212	1836949
27044	627299
5255	495661
24495	1647593
810	34460
1926	88350
17051	1062960
280	11739
211	11681
69	58
1480	16383
1407	11822
73	4562
594	13286
380	1108
117	10992
97	1186
890	37588
360	18239
280	1831
250	17519
349	6592
225	4320
11	93
113	2179
12567	158225
7975	108198
50	719
4542	49308
5220	44214
228	10954
4992	33259
15181	196268
6871	98081
8310	98186
1297	12756
127	4061
1170	8695
15610	184162
9300	125491
6310	58671
619	14727
102	3143
517	11584
21588	278392
12972	188511
22	841
315	4358
8279	84682
855	24025
295	8732
560	15293
45222	483256
16702	204173
27	489
904	8092
27589	270502
5229	106214
30	1088
3627	70617
1527	33878
45	631
603	5111
603	5111
6796	18740
3000	8195
3796	10545
8682	123945
75	986
7974	96194
633	26765
220	2632
20	110
200	2522
370	11681
370	11681
5923	110924
75	986
5789	108342
59	1596
4447	16516
147	5402
350	2128
3950	8986
	18059
	18059
4709	104080
4564	97735
63	2716
82	3629
675	5855
675	5855
534	25384
534	25384
2062	48154
1932	40778
62	3338
68	4037
200	3028
200	3028
97	6083
97	6083
216080	5723474
1000	30667
2000	192534
21000	805868
79000	1728802
1000	27733
22080	279734
21000	51200
53000	1710402
16000	896534
216897	6641875
4897	367467
2000	56000
30000	1584002
35000	1679735
1000	43200
3000	136534
76000	165867
2000	159200
2000	51733
52000	1733069
9000	665067
7885	157598
315	3038
1800	21519
15	985
5285	129659
470	2398
831491	9586679
2000	167734
31000	2153336
90000	3121604
16000	782668
1491	65600
46000	161600
636000	2555203
9000	578934
11684	234730
25	2231
1800	23940
9595	204152
264	4406
165000	9340536
3000	234054
36000	2467840
54000	2352548
1000	48839
56000	2179076
15000	2058179
11462	258536
110	4594
11202	251562
150	2380
373828	3549698
1447	72489
5761	424666
9467	457800
60840	15437
280776	1646234
7853	616061
3971	269266
3590	22894
123	24851
181000	4639739
31000	1110135
60000	1271468
26000	606934
1000	34667
22000	694934
41000	921601
9639	191257
30	979
1227	13693
6784	118798
105	2540
295	26976
1198	28272
660967	2270587
114840	80699
2798	42106
2794	140009
275594	1322220
1640	107325
9539	433255
253562	143789
200	1184
5318	118630
5150	118169
168	460
461533	2887184
17750	38214
26082	140318
9505	110610
1700	30757
2140	105190
10300	2070
374303	1545677
701	48364
15592	844130
3460	21854
154766	2692788
628	25128
5878	376893
1804	94150
111928	44063
15563	1023136
681	71883
10617	737956
3763	245748
3740	34427
164	39404
20280	98945210
165	7472
8231	372536
1525	98096375
2540	114974
7818	353854
3786421	11418119
17733	370066
3686880	8586441
18387	1369156
4120	150624
44409	414471
650	101584
8050	44492
120	1478
1872	91716
4200	288090
53314806	99385621
679	24135
2981	105962
53307612	99129872
115	4093
3419	121558
1997880	11653787
615	27271
1943454	9440947
12463	1376670
3493	146302
20855	403978
682	119098
14638	79734
1408	59377
272	412
51315255	82075202
391	13892
51310741	81914745
4123	146564
17121529	23968601
205	12347
8576623	18098957
570977	1210413
3085	186455
71906	307419
800	131468
7857470	3324630
6441	126862
34022	570051
	25732275
174	10888
304	19080
	25356761
5506	345545
5370007	19513784
15000	4102
4202999	11176598
5465	485561
9412	336407
20785	21063
700	127272
465	45927
981484	5502848
3030	71595
10710	58145
42172	1648114
77785	36151
18	2356
18	2356
14578	96708594
169	7487
5628	249972
	96105096
4169	185180
3117	138466
1495	22394
3241577	9877956
8412	201257
2967508	6659599
1416	51576
20710	999255
184421	1368952
650	81744
1436	7239
45638	78990
2566	410072
8820	19272
58	4068
58	4068
27509	1233184
3365	27764
20953	1040779
558	53552
168	12796
200	4436
2265	93857
	3089806
21735	436123
7609	344392
	7828
	48
	2225863
3765	75553
31155	1689726
4375	46988
301	36513
328	40132
22828	1437771
2264	108413
1059	19908
	3200245
9123	257689
7172	364400
	56
51472	2461768
3488	116330
	1959654
1905	59228
520	7240
473	42525
30230	1568987
909	18661
223	24100
	69266
252	169646
134891	4096832
14275	315163
9267	425745
	2506
107062	3215616
4287	137802
36288	2672177
17860	722741
1330	3054
5842	744524
3120	18104
1597	123037
6104	255219
436	805498
132818	4183263
	638
55	600972
16100	484040
108525	2917977
8137	179635
26814	1121692
263	20177
4800	13879
1796	71389
12742	715383
550	52031
585	26137
4037	170687
2041	52010
70251	2559823
	400
139	2088
13606	203823
10827	480878
42604	1735617
	431
3075	136586
31809	1417627
4997	226147
6737	304899
8884	402071
2046	92587
75	2005
7466	317264
1605	72654
7512987	20189421
933	42211
144	6505
3330626	9266067
11037	499557
342	15461
34976	421520
13161	591657
4036155	5396520
79016	3651598
6597	298326
29346	1489551
9201	467470
68	3454
5507	279772
3443	174906
243	12341
2582	131203
6540	330845
1763	89559
3611585	22768245
12	2656
450	56586
1960559	11849926
35423	556334
